[Header]
TITLE,heat_capacity_multifield.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,5.0,MASS:Sample Mass (mg)
INFO,0.01,MASSERR:Sample Mass Error (mg)
INFO,950.0,MOLWGHT:Formula Weight (g/mole)
INFO,1,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (mJ/mole-K),Samp HC Err (mJ/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (mJ/mole-K/K),Addenda Offset HC (µJ/K)
0.00000,anonymized
56373.14437,,1857,13.0665,13.0665,100000.68,9.8999999E-6,13.078225,0.26596493,23306.275,112.8,18.41577,0.2063,129.31823,0.4771,0.64733278,8.4206385,0.065945924,93.36525,15.349991,0.7657,1,,,,1.61666E-5,16.180011,171.03997,1782.0672,0
56545.17617,,1857,13.5809,13.5809,100000.5,9.8999999E-6,13.597576,0.27777882,25165.216,127.6,20.21721,0.2241,139.96541,0.5455,0.85212552,8.7169294,0.070081592,93.268456,-22.074763,448.5,1,,,,1.6912246E-5,16.841277,184.89406,1850.7135,0
56719.61602,,1857,14.0949,14.0949,100000.7,9.8999999E-6,14.116764,0.28879656,27108.024,125.5,22.038373,0.2389,151.03138,0.5238,1.2179114,8.9946164,0.072774685,93.285386,3061.0587,1454,1,,,,1.7680521E-5,17.433859,199.28303,1920.2718,0
56894.98026,,1857,14.6076,14.6076,100000.52,9.8999999E-6,14.634217,0.29898996,29154.787,144,24.079239,0.2595,162.81173,0.6118,1.3565682,9.3108459,0.076958423,93.217112,-3706678.5,1.33E6,1,,,,1.8418206E-5,17.989233,214.16031,1992.2341,0
57307.56111,,1857,15.1217,15.1217,100000.46,9.8999999E-6,15.19825,0.31058861,31271.883,139.8,26.847256,0.3014,175.65391,0.577,2.8479779,9.5753629,0.083195279,93.062739,969.85804,139.2,1,,,,1.9334826E-5,18.621692,230.98679,2057.5977,0
57485.39876,,1857,15.6357,15.6357,100000.34,9.8999999E-6,15.710868,0.32110682,33209.272,167,29.912692,0.3586,187.93837,0.713,2.435756,9.9621104,0.091473276,92.911976,1140.0756,70.34,1,,,,1.9892783E-5,19.150726,246.83136,2113.7771,0
57665.75205,,1857,16.1486,16.1486,100000.55,9.8999999E-6,16.229186,0.33383913,35161.656,181.9,33.149412,0.4194,200.46547,0.7816,4.5319549,10.246601,0.098908683,92.780844,1242.6663,26.13,1,,,,2.0635437E-5,19.924221,263.38649,2166.5692,0
57849.74674,,1857,16.6625,16.6625,100000.63,9.8999999E-6,16.747566,0.34449733,37277.137,173.7,36.160571,0.468,213.5431,0.7266,2.4417971,10.528743,0.10380286,92.771922,-54697220,2.563E7,1,,,,2.1383721E-5,20.493202,280.48096,2225.8242,0
58035.11972,,1857,17.1757,17.1757,100000.5,9.8999999E-6,17.264311,0.35538932,39473.361,181.5,38.927228,0.5031,226.76045,0.7561,1.9547918,10.867987,0.1105122,92.624552,-7269388.9,2.849E5,1,,,,2.2017319E-5,21.057486,298.05644,2286.4139,0
58222.28002,,1857,17.6892,17.6892,100000.64,9.8999999E-6,17.782465,0.36760737,41657.25,188.9,41.615194,0.5322,239.84041,0.7834,3.7708179,11.121231,0.11466469,92.586777,-6649393.6,4.306E4,1,,,,2.2758477E-5,21.735974,316.21606,2342.6027,0
58410.41291,,1857,18.2024,18.2024,100000.43,9.8999999E-6,18.300588,0.37819582,43880.953,201.3,44.377647,0.5616,253.18431,0.8382,2.0511174,11.423444,0.12048077,92.476662,-7621340.3,1.434E5,1,,,,2.3403788E-5,22.242462,334.91152,2397.7892,0
58601.21141,,1857,18.7163,18.7163,100000.48,9.8999999E-6,18.8179,0.3899814,46111.072,205.8,47.232074,0.5932,266.65072,0.8495,2.0300653,11.697593,0.12484293,92.452329,-9255452.9,2.119E5,1,,,,2.4069806E-5,22.846887,354.11338,2450.3835,0
59088.57920,Error: Warning: Current field is 100000.48 Oe;
59088.61178,anonymized
59131.70778,Error: Warning: Current field is 100000.59 Oe;
59131.74716,anonymized
59317.11534,,1857,19.4989,19.4989,100000.75,9.8999999E-6,19.60553,0.38925023,49545.512,228.4,51.650716,0.6385,287.41208,0.9522,2.7157407,12.10036,0.13299748,92.314703,-12817107,3.396E5,1,,,,2.5098545E-5,21.267755,384.37682,2527.1192,0
59511.41996,,1857,20.0002,20.0002,100000.66,9.8999999E-6,20.114894,0.41759268,51886.414,227.1,54.709642,0.6746,301.61014,0.9312,1.9250419,12.446434,0.1388853,92.25541,-16003383,4.213E5,1,,,,2.5612125E-5,24.200719,404.60894,2579.5023,0
59709.19549,,1857,20.4996,20.4996,100000.55,9.8999999E-6,20.619189,0.43027526,54106.734,236.6,58.103589,0.7237,315.56944,0.9698,1.9393033,12.749135,0.14558837,92.168361,-19714160,5.306E5,1,,,,2.6169354E-5,24.892867,425.15096,2624.0961,0
59907.12175,,1857,20.9999,20.9999,100000.77,9.8999999E-6,21.12321,0.4419547,56188.564,256.4,61.993641,0.7919,329.36584,1.065,3.3706014,13.021437,0.15281433,92.092954,-23907365,6.781E5,1,,,,2.6743248E-5,25.498269,446.19001,2660.0391,0
60109.40971,,1857,21.4999,21.4999,100000.73,9.8999999E-6,21.628222,0.45333335,58158.35,263.1,66.202616,0.8719,342.948,1.09,1.2496035,13.248557,0.16032938,92.009726,-28616201,8.152E5,1,,,,2.7368494E-5,26.042873,467.78001,2689.0028,0
60309.24718,,1857,22,22,100000.63,9.8999999E-6,22.132282,0.46296231,60270.072,276.3,70.523106,0.9545,357.31708,1.15,1.7971349,13.511464,0.16891485,91.888509,-34480938,1.003E6,1,,,,2.7969541E-5,26.497114,489.8379,2723.1748,0
60512.38923,,1857,22.5,22.5,100000.68,9.8999999E-6,22.637692,0.47333907,62489.631,292,74.710094,1.029,372.0658,1.222,1.0296324,13.764833,0.17686151,91.774364,-41687006,1.243E6,1,,,,2.8598924E-5,27.022928,512.46511,2760.4241,0
60717.01597,,1857,22.9995,22.9995,100000.58,9.8999999E-6,23.142026,0.48325635,64878.799,308.6,78.585185,1.088,387.3097,1.298,1.3892566,14.061827,0.18460509,91.661866,-50757630,1.548E6,1,,,,2.9157699E-5,27.529666,535.55338,2803.5055,0
60926.08211,,1857,23.5005,23.5005,100000.55,9.8999999E-6,23.646752,0.49578691,67082.277,318,82.19209,1.134,401.40181,1.336,0.85827616,14.321299,0.19041377,91.615334,-60659227,1.855E6,1,,,,2.9673685E-5,28.123655,559.16886,2836.8496,0
61134.39703,,1857,23.9998,23.9998,100000.68,9.8999999E-6,24.150821,0.5059511,69427.241,358.3,85.729067,1.174,416.09725,1.539,2.6479551,14.536242,0.19557082,91.555421,-72846464,2.406E6,1,,,,3.0313215E-5,28.642598,583.26216,2874.7362,0
61345.04224,,1857,24.5001,24.5001,100000.5,9.8999999E-6,24.653952,0.51602037,71897.18,335.7,89.344817,1.216,431.46616,1.405,1.0017037,14.839165,0.20198591,91.488617,-87756575,2.675E6,1,,,,3.0801796E-5,29.072485,607.81735,2916.2538,0
71081.28326,Error: Warning: Current field is 130000.77 Oe;
71081.34592,anonymized
71352.03141,,1857,2.60005,2.60005,130000.14,9.8999999E-6,2.6176788,0.06272316,522.29905,4.05,0.28100453,0.006729,2.7663545,0.01846,4.5946178,1.253398,0.0057021172,94.846042,40.55819,0.1302,1,,,,2.3043512E-6,3.0486828,6.8522425,199.52755,0
71473.32836,,1857,2.80426,2.80426,129999.97,9.8999999E-6,2.8053455,0.052107983,708.28683,6.821,0.32818968,0.007368,3.6985589,0.03158,1.9423814,1.5637696,0.0064686527,94.692343,39.254353,0.1518,1,,,,2.4757219E-6,2.5067961,7.8699631,252.47758,0
71870.53562,,1857,3.0126,3.0126,130000.21,9.8999999E-6,3.0078851,0.057239414,947.25945,5.357,0.38708195,0.008116,4.8945977,0.02344,2.2837824,1.9338088,0.0071051397,94.758681,38.167407,0.09544,1,,,,2.650256E-6,3.1275393,9.0473729,314.92541,0
71999.01077,,1857,3.21879,3.21879,129999.99,9.8999999E-6,3.2051996,0.062341706,1200.1985,6.629,0.45237032,0.009003,6.1634917,0.02888,5.4963021,2.1947121,0.0073461728,94.886123,37.532049,0.09302,1,,,,2.9387468E-6,3.8676175,10.273304,374.45359,0
72566.74864,,1857,3.41909,3.41909,129999.99,9.8999999E-6,3.4010892,0.064645857,1496.9492,10.13,0.52642113,0.01,7.6496249,0.04551,3.5396717,2.5494691,0.008019801,94.895474,36.91328,0.1098,1,,,,3.1408893E-6,4.3894243,11.567407,440.13818,0
72985.98051,,1857,3.62565,3.62565,130000.44,9.8999999E-6,3.6000964,0.069716607,1803.134,9.961,0.6103432,0.0111,9.1905215,0.0434,2.2663427,2.8574271,0.0085589231,94.977338,36.613284,0.09379,1,,,,3.3650775E-6,5.0989381,12.960694,500.85715,0
73246.76849,,1857,3.83029,3.83029,130000.06,9.8999999E-6,3.7988763,0.073610791,2124.6666,13.02,0.70450722,0.01227,10.814692,0.05774,3.0131835,3.1714331,0.0095140666,94.873238,36.442024,0.1038,1,,,,3.5715862E-6,5.7148541,14.431461,559.28819,0
73384.10843,,1857,4.03521,4.03521,129999.9,9.8999999E-6,3.9980082,0.078009571,2467.9608,13.48,0.80787686,0.01345,12.551621,0.0586,2.375169,3.4251701,0.0099303202,94.993708,36.318053,0.09624,1,,,,3.8341037E-6,6.3428662,15.984069,617.29759,0
73524.58473,,1857,4.25077,4.25077,130000.27,9.8999999E-6,4.197317,0.082290037,2804.7591,12.47,0.92029779,0.0148,14.26669,0.05139,2.1183604,3.6885083,0.010975918,94.867047,36.354837,0.08309,1,,,,4.0515973E-6,6.8503402,17.61747,668.22667,0
73883.39072,,1857,4.44541,4.44541,129999.9,9.8999999E-6,4.3978558,0.086450102,3156.9642,13.52,1.0421126,0.01641,16.064466,0.05498,2.0384738,3.9193477,0.011576851,94.934629,36.410705,0.08267,1,,,,4.2905948E-6,7.3770167,19.341135,717.84169,0
74295.74721,,1857,4.65055,4.65055,130000.33,9.8999999E-6,4.5985372,0.091245762,3523.2704,14.15,1.1739788,0.01812,17.939393,0.05606,0.46919756,4.2182307,0.012732486,94.863314,36.470341,0.0805,1,,,,4.4545913E-6,7.8386954,21.146545,766.172,0
75043.75962,,1857,4.86169,4.86169,130000.18,9.8999999E-6,4.8010523,0.096020789,3863.1368,16.89,1.3208857,0.01988,19.703547,0.06921,1.9029484,4.308668,0.013241593,94.888454,36.693132,0.08931,1,,,,4.7881157E-6,8.4364613,23.050103,804.64376,0
75472.44474,,1857,5.0673,5.0673,130000.16,9.8999999E-6,5.0017731,0.098913633,4236.0467,19.21,1.4784272,0.02168,21.635574,0.07967,2.0933327,4.5526194,0.014611815,94.751179,36.800878,0.09499,1,,,,4.9816167E-6,8.617336,25.017734,846.90901,0
75730.32854,,1857,5.26697,5.26697,130000.01,9.8999999E-6,5.2048429,0.10389567,4586.0217,18.72,1.646291,0.02354,23.468787,0.07475,1.4835641,4.6522508,0.015402255,94.715887,37.027432,0.08979,1,,,,5.2887915E-6,9.1052388,27.090389,881.10666,0
75877.91704,,1857,5.48264,5.48264,129999.99,9.8999999E-6,5.4114861,0.10738355,4976.2094,16.41,1.8276251,0.02545,25.506821,0.05767,0.70523778,4.8814058,0.016616488,94.672088,37.150778,0.07658,1,,,,5.479646E-6,9.3045016,29.284182,919.5643,0
77197.11878,,1857,5.69177,5.69177,129999.72,9.8999999E-6,5.61565,0.11269326,5319.468,17.92,2.0183049,0.02747,27.330891,0.06407,1.0426587,4.9439564,0.01714971,94.723961,37.41609,0.08081,1,,,,5.7932199E-6,9.7628116,31.535525,947.25776,0
77466.09672,,1857,5.88254,5.88254,129999.99,9.8999999E-6,5.8189474,0.11622375,5675.6744,20.03,2.2224092,0.02972,29.229996,0.07404,1.3392494,5.0993331,0.01853023,94.616886,37.629891,0.08724,1,,,,6.0116026E-6,9.8879128,33.860148,975.37821,0
77922.54742,,1857,6.10558,6.10558,129999.94,9.8999999E-6,6.0228732,0.12055783,6066.9283,19.88,2.4392857,0.03217,31.308647,0.06949,0.92279756,5.2032243,0.019486773,94.575077,37.736406,0.08413,1,,,,6.3117837E-6,10.198666,36.275002,1007.3146,0
78338.68506,,1857,6.30049,6.30049,130000.05,9.8999999E-6,6.2271156,0.12425646,6405.2891,20.89,2.670263,0.03484,33.149707,0.07277,1.1093063,5.2159808,0.020341437,94.521111,37.996246,0.08663,1,,,,6.6681227E-6,10.406449,38.776969,1028.6125,0
78487.37333,,1857,6.50364,6.50364,129999.9,9.8999999E-6,6.4292057,0.12768251,6805.2442,23.08,2.9108874,0.03769,35.29351,0.08299,1.4296416,5.4373218,0.021937133,94.45175,38.053512,0.09295,1,,,,6.8133275E-6,10.431962,41.334686,1058.4891,0
79044.60263,,1857,6.70805,6.70805,129999.9,9.8999999E-6,6.6351096,0.13344581,7186.6872,26.18,3.1676143,0.04089,37.365327,0.09874,1.5832494,5.5154945,0.023079904,94.387265,38.177706,0.1026,1,,,,7.113544E-6,10.874644,44.02468,1083.1301,0
79482.03313,,1857,6.91194,6.91194,130000.49,9.8999999E-6,6.8394303,0.13727144,7589.0417,27.04,3.4322921,0.0442,39.544601,0.1006,2.1281744,5.6065994,0.023965863,94.390068,38.223395,0.104,1,,,,7.4043865E-6,11.030989,46.777807,1109.6014,0
80066.54301,,1857,7.12066,7.12066,130000.25,9.8999999E-6,7.0441099,0.1408878,8018.3706,28.54,3.7119833,0.04753,41.867245,0.1061,3.1703882,5.7046466,0.02505342,94.34633,38.187096,0.1075,1,,,,7.7061077E-6,11.213199,49.619485,1138.3086,0
80217.41415,,1857,7.33199,7.33199,130000.09,9.8999999E-6,7.2487548,0.14559601,8389.8826,29.95,4.0042394,0.05072,43.927333,0.1116,1.2430313,5.8062004,0.026487466,94.272173,38.292316,0.1115,1,,,,7.9471075E-6,11.409293,52.544446,1157.424,0
80368.68972,,1857,7.53412,7.53412,129999.99,9.8999999E-6,7.4545228,0.14949434,8810.3663,33.52,4.3099664,0.05386,46.233924,0.1294,1.6539938,5.8581862,0.026966803,94.340615,38.258242,0.1221,1,,,,8.283369E-6,11.612401,55.56991,1181.882,0
80761.62236,,1857,7.73716,7.73716,130000.12,9.8999999E-6,7.6605169,0.15313559,9214.4702,37.48,4.6297116,0.05712,48.47659,0.1494,1.6384232,5.9307809,0.028493377,94.217735,38.252158,0.134,1,,,,8.5862015E-6,11.716372,58.683519,1202.8523,0
81031.32142,,1857,7.94083,7.94083,129999.8,9.8999999E-6,7.86573,0.15761228,9710.4444,40.69,4.9639269,0.06069,51.170889,0.1642,3.0690224,6.1796119,0.03026412,94.187939,37.990362,0.1424,1,,,,8.6993983E-6,11.861562,61.869708,1234.5255,0
81951.13724,,1857,8.1474,8.1474,130000.16,9.8999999E-6,8.0732639,0.16548408,10003.519,37.72,5.3126005,0.06462,52.914151,0.145,2.1172198,6.137104,0.030582771,94.271782,38.238072,0.1341,1,,,,9.0482148E-6,12.359224,65.17759,1239.0923,0
82232.80736,,1857,8.36145,8.36145,129999.82,9.8999999E-6,8.2783987,0.16658668,10478.418,40.44,5.6731482,0.0688,55.534496,0.1574,2.6057402,6.1960573,0.032390171,94.076858,37.992819,0.1419,1,,,,9.4202929E-6,12.274208,68.531886,1265.7542,0
82865.42090,,1857,8.56387,8.56387,130000.01,9.8999999E-6,8.4835356,0.16974254,10999.343,45.78,6.0493008,0.07319,58.38946,0.1842,2.855731,6.3174555,0.033732429,94.02451,37.614804,0.1569,1,,,,9.7172068E-6,12.392115,71.970376,1296.5517,0
83019.20439,,1857,8.76264,8.76264,130000.2,9.8999999E-6,8.6898128,0.1768625,11371.357,50.01,6.4448716,0.0778,60.555252,0.2053,5.6792053,6.4964863,0.034664614,94.17837,37.592853,0.1703,1,,,,9.783893E-6,12.634911,75.512846,1308.5848,0
83174.98442,,1857,8.97649,8.97649,130000.29,9.8999999E-6,8.8973345,0.18004508,11898.598,51.2,6.8580058,0.08258,63.477256,0.2086,2.8405011,6.462901,0.036417036,93.92465,37.167171,0.1738,1,,,,1.0330249E-5,12.992973,79.162561,1337.3217,0
83658.79957,,1857,9.17999,9.17999,130000.09,9.8999999E-6,9.1049217,0.18264159,12408.119,67.31,7.2884633,0.08759,66.332259,0.2922,5.187701,6.6011571,0.037803918,93.918345,36.762919,0.2191,1,,,,1.0567259E-5,12.925802,82.8996,1362.7925,0
84456.18377,,1857,9.38758,9.38758,130000.12,9.8999999E-6,9.3134184,0.18813774,12846.67,57.67,7.7331845,0.09274,68.863815,0.2385,2.6447514,6.6284619,0.038366053,93.974705,36.511511,0.1942,1,,,,1.0917227E-5,13.202314,86.739762,1379.3721,0
84732.00170,,1857,9.58624,9.58624,129999.9,9.8999999E-6,9.5196349,0.19124275,13424.593,63.36,8.193249,0.09801,72.073915,0.266,1.5858002,6.8101817,0.040778708,93.828812,35.880193,0.2112,1,,,,1.1133533E-5,13.256924,90.623448,1410.2004,0
85178.28987,,1857,9.79719,9.79719,130000.1,9.8999999E-6,9.7277626,0.19666928,13964.668,66.95,8.673291,0.1034,75.123894,0.2823,2.0923952,6.9008724,0.042264854,93.772676,35.319424,0.2231,1,,,,1.1455455E-5,13.620363,94.629366,1435.5478,0
85458.17706,,1857,10.0035,10.0035,129999.91,9.8999999E-6,9.9349672,0.20109687,14537.609,70.4,9.1674785,0.1088,78.344412,0.2976,3.1237424,7.0668584,0.044377974,93.687719,34.640989,0.2351,1,,,,1.1672409E-5,13.801745,98.703572,1463.277,0
85459.09685,Error: Warning: Current field is 129999.94 Oe;
85459.14536,anonymized
85639.11721,,1857,10.4994,10.4994,130000.09,9.8999999E-6,10.436143,0.20540112,15834.049,92.53,10.424253,0.1222,85.77027,0.4072,1.4440253,7.1986856,0.047132976,93.635163,33.066502,0.3061,1,,,,1.2544049E-5,13.17039,108.91308,1517.2319,0
85856.15626,,1857,11.0018,11.0018,129999.99,9.8999999E-6,10.950769,0.21862599,17288.083,66.78,11.810899,0.1369,94.075908,0.2599,4.2557409,7.4977406,0.051220719,93.54381,30.859722,0.2455,1,,,,1.3214223E-5,14.397371,119.91934,1578.7095,0
86302.08787,,1857,11.499,11.499,130000.25,9.8999999E-6,11.457708,0.23133796,18789.459,78.45,13.28687,0.1527,102.69615,0.316,2.1173125,7.7917367,0.054958827,93.507251,28.125043,0.3046,1,,,,1.3879008E-5,14.995481,131.27907,1639.8969,0
86582.02757,,1857,11.9983,11.9983,130000.05,9.8999999E-6,11.964131,0.24285588,20305.136,80.71,14.830289,0.1691,111.45189,0.3184,1.9506909,8.0043518,0.058859885,93.391525,24.814524,0.3495,1,,,,1.46702E-5,15.583473,143.14044,1697.1676,0
87142.15514,,1857,12.501,12.501,129999.86,9.8999999E-6,12.4707,0.25120993,21988.697,92.6,16.421064,0.1858,121.05386,0.3743,3.0891133,8.1791187,0.062288855,93.265427,20.073483,0.4791,1,,,,1.5605253E-5,16.008704,155.51836,1763.2288,0
87583.44671,,1857,13.0038,13.0038,130000.14,9.8999999E-6,12.975255,0.26200155,23693.697,91.43,18.063866,0.2027,130.80986,0.3557,2.1686143,8.57167,0.067293981,93.160689,13.229669,0.7181,1,,,,1.6099964E-5,16.358237,168.35723,1826.068,0
88642.10116,,1857,13.4998,13.4998,129999.82,9.8999999E-6,13.483984,0.27411709,25498.212,97.78,19.822722,0.2205,141.15547,0.3792,3.568082,8.7752529,0.069765166,93.175203,3851.351,3846,1,,,,1.6963529E-5,17.14334,181.81783,1890.9999,0
88817.06423,,1857,14.034,14.034,130000.02,9.8999999E-6,13.985873,0.28453185,27399.753,107.8,21.570075,0.2351,151.95127,0.423,2.6551579,9.1926067,0.074962186,93.060517,1417.0084,128.4,1,,,,1.7445108E-5,17.550506,195.60465,1959.1021,0
89185.60693,,1857,14.4998,14.4998,129999.76,9.8999999E-6,14.499844,0.29787216,29362.992,109.3,23.510836,0.253,163.23407,0.4175,2.248473,9.4500265,0.078738483,92.995752,-2391031.5,2.847E6,1,,,,1.8235074E-5,18.385213,210.24547,2025.0557,0
89575.89587,,1857,15.0179,15.0179,129999.95,9.8999999E-6,15.044964,0.30759464,31424.612,126.1,26.022306,0.2873,175.55572,0.4995,2.4184148,9.7394055,0.083895674,92.933839,1017.012,1411,1,,,,1.9028775E-5,18.900053,226.35093,2088.7131,0
89756.20157,,1857,15.4968,15.4968,129999.68,9.8999999E-6,15.551575,0.32225699,32717.267,149.3,28.919425,0.3396,184.60391,0.6205,0.30629646,9.9137346,0.090764571,92.833652,952.38293,24.56,1,,,,1.9653364E-5,19.478811,241.85148,2103.7912,0
89950.73479,,1857,15.9995,15.9995,129999.82,9.8999999E-6,16.055192,0.32596509,34994.167,155.7,32.0615,0.3994,198.58057,0.6421,0.39965761,10.072106,0.095858872,92.735309,1254.6658,31.02,1,,,,2.0812948E-5,19.827469,257.76919,2179.6168,0
90131.72058,,1857,16.5007,16.5007,130000.14,9.8999999E-6,16.557868,0.33703312,37027.699,167.5,35.113761,0.4525,211.30935,0.694,1.239925,10.650141,0.107062,92.502544,,,1,,,,2.0971088E-5,20.144212,274.16298,2236.2601,0
90329.12638,,1857,17.0001,17.0001,129999.53,9.8999999E-6,17.066878,0.35454396,39173.018,180.1,37.895076,0.4908,224.29913,0.7502,0.72486789,11.009089,0.11387034,92.38835,-7677585.2,4.151E5,1,,,,2.1546109E-5,21.300281,291.27833,2295.2656,0
90516.55135,,1857,17.4952,17.4952,129999.86,9.8999999E-6,17.57872,0.37021969,40826.422,184.5,40.562785,0.5211,234.83453,0.7645,0.54479538,11.208951,0.11619058,92.516311,-6566151.7,2.29E4,1,,,,2.2123278E-5,22.018178,309.0114,2322.4912,0
90707.32036,,1857,18.0003,18.0003,129999.8,9.8999999E-6,18.081075,0.37648558,43338.138,194.4,43.197572,0.5488,249.42126,0.8036,0.91369425,11.493957,0.12340038,92.256904,-7274606.3,1.206E5,1,,,,2.2959573E-5,22.417903,326.92528,2396.8784,0
90897.58678,,1857,18.5012,18.5012,129999.9,9.8999999E-6,18.58388,0.38963491,45669.388,212.6,45.953681,0.5795,263.27058,0.8889,0.15995091,11.992085,0.13095609,92.172224,-8826021.3,2.037E5,1,,,,2.3238916E-5,22.987914,345.36059,2457.4733,0
91094.20033,,1857,19.0003,19.0003,129999.68,9.8999999E-6,19.092454,0.40127521,48142.654,198.3,48.744078,0.6085,277.82997,0.7944,0.5620384,12.119829,0.13490033,92.050995,-11094044,2.594E5,1,,,,2.4285525E-5,23.98417,364.52178,2521.5541,0
91301.17481,,1857,19.4986,19.4986,130000.02,9.8999999E-6,19.601713,0.41140713,49625.166,219,51.608243,0.638,287.74864,0.9001,1.6836939,12.139981,0.13611935,92.140925,-12900745,3.297E5,1,,,,2.5080441E-5,24.239658,384.22717,2531.6749,0
91508.11924,,1857,19.9872,19.9872,130000.01,9.8999999E-6,20.107856,0.41706505,51559.684,240.7,54.658799,0.6739,300.00456,1.007,0.99692916,12.208304,0.13690373,92.24488,-15567111,4.31E5,1,,,,2.5972103E-5,24.279962,404.32587,2564.1562,0
91703.00391,,1857,20.5006,20.5006,129999.63,9.8999999E-6,20.607362,0.42500876,54165.755,246.4,58.033081,0.7226,315.77978,1.023,1.2561986,12.836455,0.14960181,91.988572,-19798298,5.513E5,1,,,,2.6045423E-5,24.416609,424.66338,2628.4662,0
91902.20544,,1857,21.0002,21.0002,129999.8,9.8999999E-6,21.116267,0.44311516,56334.836,255.3,61.924741,0.7906,329.99297,1.059,1.1053325,13.083534,0.15677868,91.899783,-24181196,6.825E5,1,,,,2.6707904E-5,25.67291,445.89673,2667.8407,0
92104.31860,,1857,21.5077,21.5077,129999.88,9.8999999E-6,21.620264,0.45326524,58788.873,285.1,66.148867,0.8709,345.89458,1.206,1.1259462,13.57367,0.17028428,91.640821,-30049073,9.11E5,1,,,,2.7023669E-5,26.167068,467.4358,2719.1562,0
92309.49934,,1857,21.9995,21.9995,129999.57,9.8999999E-6,22.129143,0.46833998,60604.756,300.3,70.48791,0.9538,358.87447,1.277,2.1113981,13.608756,0.17208291,91.759053,-35366843,1.101E6,1,,,,2.7920991E-5,27.14734,489.69897,2738.6852,0
92513.52123,,1857,22.5005,22.5005,129999.8,9.8999999E-6,22.630669,0.4749967,62706.663,321.8,74.660924,1.028,373.04937,1.38,1.5177102,13.896793,0.1812555,91.623013,-42350496,1.368E6,1,,,,2.8436518E-5,27.217512,512.1472,2770.8709,0
92719.01849,,1857,22.9973,22.9973,130000.01,9.8999999E-6,23.138556,0.4843961,64301.145,320.2,78.531463,1.087,384.50722,1.363,2.8686076,13.657946,0.17727404,91.803793,-48672549,1.541E6,1,,,,2.9766395E-5,27.793586,535.39278,2778.961,0
92922.80115,,1857,23.5011,23.5011,129999.57,9.8999999E-6,23.635284,0.48547605,67332.023,355.2,82.120936,1.133,402.51906,1.533,1.6833388,14.370823,0.19376986,91.467422,-61698960,2.066E6,1,,,,2.9688955E-5,27.315891,558.62667,2848.7926,0
93132.70071,,1857,23.9997,23.9997,129999.91,9.8999999E-6,24.143023,0.50773082,69724.187,352.8,85.666976,1.173,417.44817,1.508,0.83383928,14.733356,0.20078811,91.414536,-74307227,2.415E6,1,,,,3.0039108E-5,28.741646,582.88556,2887.9642,0
93344.81649,,1857,24.4794,24.4794,130000.12,9.8999999E-6,24.652093,0.51852007,71582.78,362.4,89.32839,1.216,429.95366,1.55,0.8496084,14.648146,0.20325073,91.341947,-85943699,2.804E6,1,,,,3.1124386E-5,29.466712,607.72569,2903.7202,0
103528.31277,Error: Warning: Current field is 50000.598 Oe;
103528.35331,anonymized
103633.57070,,1857,2.59935,2.59935,50000.656,9.8999999E-6,2.6049008,0.053168622,3691.5369,15.06,0.2784132,0.006692,17.84452,0.06012,0.75723946,8.4305353,0.0066081439,94.624016,20.277748,0.04595,1,,,,2.2332824E-6,14.182561,6.785508,1417.1507,0
103807.45390,,1857,2.80554,2.80554,50000.637,9.8999999E-6,2.8070527,0.063678831,3815.2509,15.07,0.32823513,0.007369,18.483033,0.0593,1.0245047,8.0455431,0.0070658284,94.702947,21.562532,0.04796,1,,,,2.4213881E-6,16.861071,7.8795449,1359.1661,0
103976.73031,,1857,3.01167,3.01167,50000.523,9.8999999E-6,3.0123677,0.067680035,3907.3806,11.7,0.38827427,0.008132,18.981469,0.03733,1.336194,7.5310347,0.0074648311,94.803339,22.916068,0.03958,1,,,,2.6531352E-6,16.091086,9.0743592,1297.1128,0
104143.52791,,1857,3.21644,3.21644,50000.582,9.8999999E-6,3.2123259,0.072160228,3911.165,10.72,0.45498317,0.009039,19.066186,0.02989,1.0194568,7.0161939,0.0079418448,94.9037,24.427556,0.0382,1,,,,2.8566649E-6,15.062069,10.319038,1217.5492,0
104305.20388,,1857,3.42342,3.42342,50000.656,9.8999999E-6,3.4127483,0.075734356,3910.8262,12,0.53081065,0.01006,19.140401,0.03939,1.156333,6.5153757,0.0087040549,94.80274,25.95255,0.04599,1,,,,3.090185E-6,14.032388,11.646851,1145.9463,0
